# LTER Weather Station - Daily Precip and Air Temp
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/7
# The newest version of the data https://lter.kbs.msu.edu/datatables/7.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/5.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# date		date of observation
# precipitation	millimeter	liquid-equivalent depth of precipitation for the date
# flag_precip		first letter only, representing:  Good, Questionable, Missing, Estimated, or Trace
# air_temp_mean	celsius	mean air temperature, average of all hourly means
# flag_air_temp_mean		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_max	celsius	maximum air temperature, highest of all hourly maxima
# flag_air_temp_max		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_min	celsius	minimum air temperature, lowest of all hourly minima
# flag_air_temp_min		first letter only, representing:  Good, Questionable, Missing, or Estimated
# year		year in which the date occurs
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
date,precipitation,flag_precip,air_temp_mean,flag_air_temp_mean,air_temp_max,flag_air_temp_max,air_temp_min,flag_air_temp_min,year
#,millimeter,,celsius,,celsius,,celsius,,
2011-08-11,0,,19.62,,25.67,,12.68,,2011
2011-08-10,0,,19.44,,22.27,,15.33,,2011
2011-08-09,1.27,,21.77,,26.36,,17.72,,2011
2011-08-08,1.02,,22.45,,28.77,,19.34,,2011
2011-08-07,5.33,,22.36,,27.63,,19.33,,2011
2011-08-06,1.78,,23.51,,28.35,,20.55,,2011
2011-08-05,0,,23.17,,30.84,,17.38,,2011
2011-08-04,0,,21.15,,27.12,,17.96,,2011
2011-08-03,7.37,,24.29,,28.54,,18.28,,2011
2011-08-02,15.75,,25.89,,31.22,,21.36,,2011
2011-08-01,0.25,,26.15,,30.56,,20.87,,2011
2011-07-31,0,,24.77,,31.11,,17.30,,2011
2011-07-30,0,,24.77,,32.49,,16.74,,2011
2011-07-29,48.77,,25.09,,30.29,,19.66,,2011
2011-07-28,34.54,,25.40,,30.79,,21.42,,2011
2011-07-27,33.78,,18.52,,25.32,,11.56,,2011
2011-07-26,0,,23.35,,29.15,,14.01,,2011
2011-07-25,0.25,,24.83,,30.44,,17.07,,2011
2011-07-24,0,,25.13,,30.67,,19.85,,2011
2011-07-23,0.51,,25.12,,32.05,,19.80,,2011
2011-07-22,3.3,,23.45,,30.06,,19.73,,2011
2011-07-21,0,,29.88,,33.69,,19.76,,2011
2011-07-20,0,,27.69,,35.13,,22.05,,2011
2011-07-19,0,,28.11,,35.44,,23.62,,2011
2011-07-18,5.33,,28.12,,33.01,,22.64,,2011
2011-07-17,0,,26.23,,33.21,,18.51,,2011
2011-07-16,0,,23.48,,32.96,,14.77,,2011
2011-07-15,0,,22.08,,29.67,,15.89,,2011
2011-07-14,0,,19.78,,27.20,,13.07,,2011
2011-07-13,0,,20.88,,27.44,,15.27,,2011
2011-07-12,0,,24.38,,30.08,,20.02,,2011
2011-07-11,58.9,E,22.73,,27.91,,19.10,,2011
2011-07-10,0,,25.55,,32.19,,18.60,,2011
2011-07-09,0,,23.48,,31.29,,14.63,,2011
2011-07-08,0,,23.03,,31.13,,14.51,,2011
2011-07-07,0,,21.09,,28.45,,18.15,,2011
2011-07-06,0,,24.21,,29.39,,17.50,,2011
2011-07-05,0,,22.84,,31.11,,13.83,,2011
2011-07-04,0,,22.59,,28.79,,16.03,,2011
2011-07-03,0,,23.99,,30.02,,17.67,,2011
2011-07-02,0,,25.67,,33.15,,20.49,,2011
2011-07-01,1.27,,21.07,,25.06,,17.56,,2011
2011-06-30,0,,20.18,,30.36,,10.82,,2011
2011-06-29,0,,19.05,,25.97,,10.65,,2011
2011-06-28,0,,19.96,,21.73,,14.74,,2011
2011-06-27,0,,20.09,,26.72,,14.79,,2011
2011-06-26,0,,20.37,,27.73,,12.15,,2011
2011-06-25,0,,18.41,,24.89,,13.30,,2011
2011-06-24,0,,15.49,,16.84,,14.54,,2011
2011-06-23,0.25,,18.27,,20.64,,15.67,,2011
2011-06-22,6.6,,21.37,,25.99,,17.81,,2011
2011-06-21,11.68,,24.16,,32.25,,19.38,,2011
2011-06-20,0,,21.03,,25.42,,17.59,,2011
2011-06-19,0,,22.65,,29.82,,16.97,,2011
2011-06-18,0,,22.44,,28.72,,16.51,,2011
2011-06-17,0,,20.11,,28.31,,12.38,,2011
2011-06-16,5.59,,18.44,,22.96,,13.60,,2011
2011-06-15,1.52,,15.67,,18.58,,11.83,,2011
2011-06-14,0,,18.17,,25.64,,15.82,,2011
2011-06-13,0,,17.50,,26.07,,10.41,,2011
2011-06-12,0,,13.56,,19.35,,9.35,,2011
2011-06-11,0,,18.47,,23.94,,11.82,,2011
2011-06-10,21.84,,15.41,,16.80,,12.48,,2011
2011-06-09,0,,21.76,,28.42,,16.34,,2011
2011-06-08,0,,29.14,,34.66,,23.41,,2011
2011-06-07,0,,28.40,,34.72,,23.22,,2011
2011-06-06,0,,21.60,,30.04,,11.50,,2011
2011-06-05,0,,22.78,,30.06,,13.53,,2011
2011-06-04,0,,25.15,,31.45,,20.21,,2011
2011-06-03,0,,18.74,,26.19,,12.63,,2011
2011-06-02,0,,17.14,,25.46,,10.07,,2011
2011-06-01,0,,21.58,,24.26,,15.57,,2011
2011-05-31,0,,26.39,,31.69,,21.98,,2011
2011-05-30,0,,23.20,,31.58,,15.75,,2011
2011-05-29,12.4,E,17.18,,23.10,E,13.80,E,2011
2011-05-28,18.2,E,14.09,,18.31,,11.53,,2011
2011-05-27,0,,10.34,,13.26,,7.15,,2011
2011-05-26,16.26,,10.88,,13.56,,8.23,,2011
2011-05-25,42.72,E,15.55,,18.61,,11.10,E,2011
2011-05-24,0,,19.50,,24.78,,11.10,E,2011
2011-05-23,0,,20.98,,25.60,,17.80,E,2011
2011-05-22,0.25,,21.24,,29.14,,15.00,E,2011
2011-05-21,0,,18.43,,24.55,,12.57,,2011
2011-05-20,0,,15.86,,23.64,,9.98,,2011
2011-05-19,1.02,,15.65,,21.02,,13.32,,2011
2011-05-18,9.65,,12.63,,16.44,,9.44,,2011
2011-05-17,0,,10.75,,15.58,,7.95,,2011
2011-05-16,0,,8.63,,14.94,,3.47,,2011
2011-05-15,13.21,,7.82,,29.40,E,5.50,E,2011
2011-05-14,10.67,,14.23,,16.44,,10.11,,2011
2011-05-13,13.21,,21.19,,29.53,,16.29,,2011
2011-05-12,0,,20.70,,29.09,,14.63,,2011
2011-05-11,4.32,,21.06,,28.08,,14.73,,2011
2011-05-10,0,,17.53,,25.34,,12.25,,2011
2011-05-09,0,,14.61,,21.47,,6.68,,2011
2011-05-08,0,,13.98,,21.10,,6.71,,2011
2011-05-07,0,,13.38,,20.33,,6.34,,2011
2011-05-06,0.51,,12.96,,17.97,,8.92,,2011
2011-05-05,0,,9.71,,17.43,,-0.04,,2011
2011-05-04,0,,7.35,,15.76,,-0.04,,2011
2011-05-03,0,,7.29,,10.97,,4.64,,2011
2011-05-02,0,,9.34,,12.53,,6.01,,2011
2011-05-01,0,,15.78,,20.46,,8.36,,2011
2011-04-30,0,,10.68,,17.63,,2.24,,2011
2011-04-29,0.25,,7.93,,14.72,,2.50,,2011
2011-04-28,19.56,,6.30,,9.05,,4.42,,2011
2011-04-27,16,,12.86,,17.09,,8.95,,2011
2011-04-26,6.35,,14.27,,20.43,,9.23,,2011
2011-04-25,2.03,,10.82,,15.09,,7.44,,2011
2011-04-24,0,,11.61,,18.14,,6.37,,2011
2011-04-23,6.86,,11.63,,19.16,,5.72,,2011
2011-04-22,12.95,,4.32,,6.31,,1.80,,2011
2011-04-21,0,,5.67,,11.80,,-0.44,,2011
2011-04-20,10.92,,2.74,,5.01,,1.36,,2011
2011-04-19,16.51,,2.34,,3.79,,0.91,,2011
2011-04-18,4.57,,1.79,,5.21,,-1.83,,2011
2011-04-17,0,,4.16,,8.33,,1.71,,2011
2011-04-16,6.35,,7.67,,12.17,,0.71,,2011
2011-04-15,1.27,,5.58,,12.41,,0.04,,2011
2011-04-14,0,,8.38,,12.12,,1.85,,2011
2011-04-13,0,,9.43,,18.15,,-0.66,,2011
2011-04-12,0,,8.17,,14.62,,2.48,,2011
2011-04-11,6.35,,14.68,,23.36,,6.53,,2011
2011-04-10,0,,19.55,,28.24,,11.27,,2011
2011-04-09,0,,8.99,,17.53,,2.91,,2011
2011-04-08,13.97,,6.67,,11.72,,3.36,,2011
2011-04-07,0,,4.86,,9.05,,1.97,,2011
2011-04-06,8.89,,4.80,,6.53,,2.65,,2011
2011-04-05,0,,3.51,,7.13,,0.04,,2011
2011-04-04,3.81,E,9.47,,19.57,,2.76,,2011
2011-04-03,9.4,E,2.45,,10.90,,-3.14,,2011
2011-04-02,0,,3.64,,7.11,,-2.41,,2011
2011-04-01,0,,3.15,,10.28,,-3.28,,2011
2011-03-31,0,,1.49,,8.98,,-6.92,,2011
2011-03-30,0,,1.09,,8.90,,-5.20,,2011
2011-03-29,0,,-0.31,,7.95,,-7.62,,2011
2011-03-28,0,,-2.81,,3.52,,-8.77,,2011
2011-03-27,0,,-3.30,,3.17,,-9.58,,2011
2011-03-26,0,,-4.39,,0.69,,-9.41,,2011
2011-03-25,0,,-3.97,,0.97,,-8.48,,2011
2011-03-24,0,,-2.85,,1.35,,-6.11,,2011
2011-03-23,6.35,,0.11,,1.67,,-3.33,,2011
2011-03-22,6.86,,3.38,,4.75,,1.13,,2011
2011-03-21,1.02,,6.53,,9.09,E,4.25,,2011
2011-03-20,24.89,,2.90,,6.08,,0.27,,2011
2011-03-19,0,,3.60,,11.54,,-2.70,,2011
2011-03-18,0,,7.56,,11.75,,0.63,,2011
2011-03-17,0,,13.17,,20.46,,6.07,,2011
2011-03-16,1.27,,6.45,,14.46,,0.94,,2011
2011-03-15,0.51,,1.46,,7.17,,-2.74,,2011
2011-03-14,0.25,,0.33,,6.63,,-5.56,,2011
2011-03-13,0,,0.66,,3.47,,-3.45,,2011
2011-03-12,0,,2.06,,4.91,,-0.18,,2011
2011-03-11,0,,1.00,,5.51,,-1.44,,2011
2011-03-10,1.02,,0.97,,4.09,,-0.87,,2011
2011-03-09,9.65,,4.18,,6.58,,1.65,,2011
2011-03-08,0.25,,2.00,,8.14,,-3.78,,2011
2011-03-07,0,,-3.36,,4.18,,-12.46,,2011
2011-03-06,0,,-4.83,,-0.24,,-8.94,,2011
2011-03-05,6.6,,0.27,,3.26,,-2.65,,2011
2011-03-04,8.13,,3.49,,7.95,,-1.64,,2011
2011-03-03,0,,-3.82,,0.13,,-8.37,,2011
2011-03-02,0,,-1.65,,2.14,,-6.86,,2011
2011-03-01,0,,-1.87,,4.03,,-8.96,,2011
2011-02-28,6.6,,-1.18,,1.47,,-7.11,,2011
2011-02-27,4.57,,0.93,,3.32,,-1.14,,2011
2011-02-26,1.78,,-2.34,,2.70,,-5.19,,2011
2011-02-25,0.76,,-2.82,,0.15,,-8.26,,2011
2011-02-24,2.79,,-0.43,,3.36,,-3.52,,2011
2011-02-23,4.83,,-9.17,,-3.47,,-16.99,,2011
2011-02-22,7.62,,-7.69,,-0.26,,-13.46,,2011
2011-02-21,10.16,,-5.72,,-2.04,,-9.57,,2011
2011-02-20,22.1,,-2.05,,1.09,,-5.21,,2011
2011-02-19,0,,-0.94,,3.40,,-5.55,,2011
2011-02-18,0,,6.55,,13.31,,0.50,,2011
2011-02-17,0,,10.06,,12.88,,7.52,,2011
2011-02-16,0,,5.18,,10.26,,0.83,,2011
2011-02-15,0,,-2.74,,2.27,,-9.00,,2011
2011-02-14,0,,1.92,,6.06,,-6.42,,2011
2011-02-13,0,,4.18,,9.39,,-0.15,,2011
2011-02-12,0.51,,-1.00,,2.32,,-4.23,,2011
2011-02-11,0.51,,-8.55,,-4.16,,-13.36,,2011
2011-02-10,0,,-13.15,,-7.42,,-18.18,,2011
2011-02-09,0,,-11.32,,-7.65,,-14.30,,2011
2011-02-08,0,,-10.66,,-6.87,,-16.31,,2011
2011-02-07,0,,-2.84,,-0.71,,-8.89,,2011
2011-02-06,2.54,,-2.80,,-0.50,,-5.65,,2011
2011-02-05,0,,-7.24,,-1.22,,-12.83,,2011
2011-02-04,0,,-8.70,,-1.56,,-14.44,,2011
2011-02-03,0,,-9.16,,-4.14,,-13.58,,2011
2011-02-02,5.08,,-7.75,,-5.34,,-17.01,,2011
2011-02-01,5.84,,-7.47,,-6.47,,-8.41,,2011
2011-01-31,0,E,-8.00,E,-3.00,E,-12.70,E,2011
2011-01-30,0,E,-3.30,E,-1.60,E,-5.00,E,2011
2011-01-29,2,E,-3.00,E,-1.10,E,-5.00,E,2011
2011-01-28,0,,-1.43,,-1.10,E,-6.10,E,2011
2011-01-27,1.27,,-5.66,,-2.70,E,-8.30,E,2011
2011-01-26,0,,-3.06,,-1.74,,-4.07,,2011
2011-01-25,0,,-3.44,,-1.43,,-4.85,,2011
2011-01-24,1.52,,-7.75,,-1.43,,-13.68,,2011
2011-01-23,1.52,,-12.28,,-2.91,,-20.50,E,2011
2011-01-22,0.51,,-12.67,,-8.60,,-15.84,,2011
2011-01-21,0.76,,-11.55,,-9.70,,-13.34,,2011
2011-01-20,0,,-6.68,,-4.68,,-10.23,,2011
2011-01-19,0,,-7.20,,-4.59,,-9.75,,2011
2011-01-18,2.29,,-0.46,,1.15,,-5.96,,2011
2011-01-17,0,,-6.86,,0.56,,-11.33,,2011
2011-01-16,0,,-8.67,,-4.10,,-11.75,,2011
2011-01-15,2.29,,-4.77,,-3.39,,-7.34,,2011
2011-01-14,0.51,,-7.33,,-4.03,,-9.51,,2011
2011-01-13,0.76,,-5.91,,-2.77,,-11.18,,2011
2011-01-12,0.25,,-5.21,,-1.98,,-9.46,,2011
2011-01-11,2.54,,-5.75,,-3.97,,-7.55,,2011
2011-01-10,0,,-8.72,,-1.92,,-15.24,,2011
2011-01-09,0,,-9.65,,-0.82,,-18.83,,2011
2011-01-08,0.76,,-10.16,,-3.37,,-16.94,,2011
2011-01-07,1.52,,-7.76,,-6.03,,-10.74,,2011
2011-01-06,2.54,,-4.63,,-2.32,,-7.47,,2011
2011-01-05,0,,-6.07,,-3.62,,-7.92,,2011
2011-01-04,0,,-2.53,,0.64,,-6.30,,2011
2011-01-03,0,,-3.31,,0.76,,-7.24,,2011
2011-01-02,0,,-6.76,,-4.24,,-8.31,,2011
2011-01-01,0,,2.66,,12.52,,-7.65,,2011
2010-12-31,8.13,,9.05,,12.44,,6.74,,2010
2010-12-30,0,,3.55,,7.32,,1.46,,2010
2010-12-29,0,,-2.71,,2.44,,-7.76,,2010
2010-12-28,0,,-5.15,,0.25,,-9.32,,2010
2010-12-27,0,,-4.63,,-1.16,,-8.21,,2010
2010-12-26,0,,-5.01,,-3.58,,-8.77,,2010
2010-12-25,0,,-5.46,,-3.39,,-8.79,,2010
2010-12-24,0,,-2.82,,-0.32,,-5.45,,2010
2010-12-23,0,,-1.06,,-0.25,,-1.85,,2010
2010-12-22,10.16,,-1.97,,1.28,,-4.21,,2010
2010-12-21,0,,-2.91,,-1.62,,-4.42,,2010
2010-12-20,0,,-3.74,,4.49,,-5.95,,2010
2010-12-19,0,,-6.41,,-4.45,,-8.19,,2010
2010-12-18,0,,-7.67,,-5.68,,-9.91,,2010
2010-12-17,0,,-4.58,,-0.84,,-9.34,,2010
2010-12-16,0.76,,-7.46,,0.65,,-14.52,,2010
2010-12-15,0,,-6.09,,-3.38,,-9.76,,2010
2010-12-14,0.51,,-8.28,,-3.97,,-12.77,,2010
2010-12-13,0.25,,-9.26,,-6.98,,-11.81,,2010
2010-12-12,8.89,,-2.16,,1.49,,-8.23,,2010
2010-12-11,10.16,,-0.19,,4.09,,-5.57,,2010
2010-12-10,3.05,,-0.63,,4.47,,-5.03,,2010
2010-12-09,0.25,,-6.98,,-2.18,,-14.38,,2010
2010-12-08,1.02,,-5.26,,-2.94,,-12.29,,2010
2010-12-07,0,,-5.74,,-3.72,,-7.25,,2010
2010-12-06,0,,-4.63,,-2.12,,-7.14,,2010
2010-12-05,0,,-3.18,,-0.65,,-4.93,,2010
2010-12-04,0,,-2.96,,-0.82,,-5.16,,2010
2010-12-03,0.25,,-2.74,,1.82,,-4.57,,2010
2010-12-02,0,,-3.48,,-2.86,,-4.11,,2010
2010-12-01,1.52,,-3.33,,-1.52,,-4.80,,2010
2010-11-30,10.92,,5.59,,11.25,,-1.61,,2010
2010-11-29,1.78,,4.60,,10.55,,-0.48,,2010
2010-11-28,0.51,,-0.53,,5.10,,-5.49,,2010
2010-11-27,0,,-1.36,,-0.73,,-4.37,,2010
2010-11-26,0,,-2.62,,0.07,,-4.07,,2010
2010-11-25,12.19,,2.92,,5.54,,-2.37,,2010
2010-11-24,6.1,,-1.47,,1.63,,-5.42,,2010
2010-11-23,0,,2.78,,15.26,,-1.70,,2010
2010-11-22,22.1,,15.06,,16.83,,14.13,,2010
2010-11-21,0,,6.59,,14.63,,0.56,,2010
2010-11-20,0,,4.33,,9.68,,0.48,,2010
2010-11-19,0,,2.53,,7.05,,-2.22,,2010
2010-11-18,0,,3.13,,5.44,,0.75,,2010
2010-11-17,1.52,,6.69,,11.34,,4.09,,2010
2010-11-16,0.25,,4.34,,8.21,,-2.29,,2010
2010-11-15,0,,6.27,,10.89,,1.63,,2010
2010-11-14,0,,4.44,,6.43,,3.12,,2010
2010-11-13,1.78,,9.72,,18.84,,4.16,,2010
2010-11-12,1.02,,11.39,,23.28,,3.81,,2010
2010-11-11,0.76,,10.84,,20.87,,4.25,,2010
2010-11-10,0.76,,9.72,,17.41,,3.69,,2010
2010-11-09,1.02,,10.34,,19.54,,1.65,,2010
2010-11-08,1.02,,8.03,,19.60,,5.93,,2010
2010-11-07,0.51,,4.64,,13.31,,-0.83,,2010
2010-11-06,0.51,,0.58,,6.99,,-6.59,,2010
2010-11-05,0,,1.85,,4.41,,-0.93,,2010
2010-11-04,0.51,,4.69,,10.37,,-2.38,,2010
2010-11-03,0.25,,2.17,,7.62,,-3.35,,2010
2010-11-02,0.76,,3.16,,11.99,,-4.19,,2010
2010-11-01,0.25,,3.57,,11.38,,-3.68,,2010
2010-10-31,0.51,,5.34,,10.78,,-0.06,,2010
2010-10-30,0,,7.68,,15.20,,2.84,,2010
2010-10-29,0,,6.08,,11.08,,3.46,,2010
2010-10-28,1.52,,6.43,,8.98,,4.68,,2010
2010-10-27,0,,14.10,,17.95,,8.93,,2010
2010-10-26,3.56,,16.70,,19.93,,11.93,,2010
2010-10-25,9.65,,17.32,,22.12,,13.64,,2010
2010-10-24,8.64,,17.18,,22.65,,12.33,,2010
2010-10-23,2.54,,13.36,,17.41,,9.50,,2010
2010-10-22,0.25,,7.31,,15.35,,-1.24,,2010
2010-10-21,0.25,,6.81,,9.29,,3.31,,2010
2010-10-20,1.27,,10.79,,17.31,,5.42,,2010
2010-10-19,0,,9.33,,13.72,,3.21,,2010
2010-10-18,0,,9.19,,15.47,,6.05,,2010
2010-10-17,0,,11.81,,16.79,,5.45,,2010
2010-10-16,0.51,,9.77,,18.28,,0.45,,2010
2010-10-15,2.03,,10.28,,15.84,,4.16,,2010
2010-10-14,0,,11.22,,16.99,,4.08,,2010
2010-10-13,7.87,,11.93,,15.95,,8.50,,2010
2010-10-12,0.51,,14.40,,23.04,,10.16,,2010
2010-10-11,1.02,,16.72,,26.93,,9.49,,2010
2010-10-10,1.02,,18.19,,27.76,,10.07,,2010
2010-10-09,1.27,,19.23,,28.50,,8.95,,2010
2010-10-08,1.27,,14.47,,25.45,,4.00,,2010
2010-10-07,0.51,,13.95,,21.24,,5.46,,2010
2010-10-06,1.02,,13.44,,21.91,,5.23,,2010
2010-10-05,1.02,,9.41,,18.74,,-0.45,,2010
2010-10-04,0.76,,7.53,,15.40,,1.52,,2010
2010-10-03,0.25,,7.12,,13.28,,2.93,,2010
2010-10-02,0,,9.83,,12.37,,5.11,,2010
2010-10-01,0.76,,12.47,,20.62,,4.83,,2010
2010-09-30,0.25,,15.14,,22.43,,8.24,,2010
2010-09-29,0.25,,12.77,,22.82,,5.06,,2010
2010-09-28,2.29,,12.80,,18.52,,7.22,,2010
2010-09-27,1.52,,10.37,,16.94,,4.65,,2010
2010-09-26,0,,10.69,,14.98,,6.12,,2010
2010-09-25,0,,12.40,,14.94,,9.81,,2010
2010-09-24,0,,21.71,,26.69,,14.89,,2010
2010-09-23,0,,22.47,,31.27,,15.53,,2010
2010-09-22,0,,20.51,,27.32,,15.38,,2010
2010-09-21,10.16,,22.14,,30.98,,15.75,,2010
2010-09-20,0,,16.48,,21.14,,13.41,,2010
2010-09-19,0,,15.09,,21.61,,10.41,,2010
2010-09-18,5.59,,14.96,,19.29,,10.48,,2010
2010-09-17,0,,14.73,,20.45,,11.45,,2010
2010-09-16,13.21,,16.02,,19.98,,12.61,,2010
2010-09-15,0,,15.60,,23.55,,8.51,,2010
2010-09-14,0,,15.67,,22.57,,9.31,,2010
2010-09-13,0.25,,18.72,,24.94,,10.36,,2010
2010-09-12,0.51,,17.70,,24.39,,13.12,,2010
2010-09-11,10.67,,12.95,,14.71,,10.40,,2010
2010-09-10,0.51,,14.39,,22.52,,7.16,,2010
2010-09-09,0.51,,14.21,,20.56,,8.49,,2010
2010-09-08,0,,14.83,,18.78,,11.66,,2010
2010-09-07,0,,21.80,,26.25,,15.53,,2010
2010-09-06,0,,19.15,,25.19,,14.72,,2010
2010-09-05,0,,15.51,,22.24,,8.73,,2010
2010-09-04,0.25,,13.61,,17.10,,10.88,,2010
2010-09-03,14.48,,18.39,,20.65,,12.49,,2010
2010-09-02,6.1,,21.30,,25.17,,18.73,,2010
2010-09-01,0,,23.44,,28.24,,19.71,,2010
2010-08-31,0,,26.08,,32.41,,21.30,,2010
2010-08-30,0,,25.55,,32.79,,19.10,,2010
2010-08-29,0,,23.44,,34.31,,13.63,,2010
2010-08-28,0,,21.08,,29.48,,12.51,,2010
2010-08-27,0,,17.89,,27.66,,8.43,,2010
2010-08-26,0,,17.07,,24.09,,8.68,,2010
2010-08-25,0,,19.72,,24.55,,14.54,,2010
2010-08-24,0,,20.22,,26.33,,15.87,,2010
2010-08-23,0,,19.87,,23.77,,15.27,,2010
2010-08-22,0,,22.46,,28.24,,18.31,,2010
2010-08-21,5.08,,23.21,,27.43,,20.04,,2010
2010-08-20,0,,24.18,,31.69,,18.90,,2010
2010-08-19,0,,21.88,,29.51,,14.69,,2010
2010-08-18,0,,20.29,,27.03,,15.52,,2010
2010-08-17,0,,20.03,,26.41,,14.78,,2010
2010-08-16,0,,20.63,E,23.70,E,16.50,E,2010
2010-08-15,0,,24.05,E,28.52,E,20.42,E,2010
2010-08-14,0,,24.34,E,26.51,E,21.10,E,2010
2010-08-13,0,,24.59,E,30.26,E,19.28,E,2010
2010-08-12,0,,24.77,E,29.72,E,21.39,E,2010
2010-08-11,16.51,,23.57,E,28.17,E,20.31,E,2010
2010-08-10,0,,24.53,,33.07,,18.36,,2010
2010-08-09,11.43,,24.06,,29.48,,20.97,,2010
2010-08-08,0,,24.26,,29.81,,20.22,,2010
2010-08-07,0,,20.70,,27.80,,13.67,,2010
2010-08-06,0,,21.42,,26.41,,14.93,,2010
2010-08-05,0,,23.71,,28.21,,19.41,,2010
2010-08-04,1.02,,23.93,,27.57,,21.19,,2010
2010-08-03,0,,24.84,,29.29,,21.42,,2010
2010-08-02,0,,23.36,,30.49,,16.38,,2010
2010-08-01,0,,22.73,,30.47,,15.70,,2010
2010-07-31,0,,21.83,,27.05,,18.29,,2010
2010-07-30,0,,20.91,,27.81,,13.54,,2010
2010-07-29,0,,21.86,,27.88,,15.30,,2010
2010-07-28,0.76,,25.18,,30.80,,20.28,,2010
2010-07-27,0,,22.92,,30.10,,15.43,,2010
2010-07-26,0,,22.32,,29.61,,15.29,,2010
2010-07-25,1.02,,23.43,,27.83,,17.80,,2010
2010-07-24,18.29,,23.86,,28.79,,20.80,,2010
2010-07-23,10.16,,26.99,,32.23,,21.70,,2010
2010-07-22,49.02,,21.05,,27.99,,15.47,,2010
2010-07-21,0,,25.06,,29.15,,17.79,,2010
2010-07-20,36.06,,22.63,,28.35,,17.01,,2010
2010-07-19,0,,23.56,,29.31,,20.03,,2010
2010-07-18,0,,23.74,,30.86,,18.02,,2010
2010-07-17,0,,25.89,,31.21,,18.84,,2010
2010-07-16,0,,24.93,,31.12,,19.02,,2010
2010-07-15,0,,25.94,,32.28,,20.75,,2010
2010-07-14,17.02,,23.81,,30.72,,16.59,,2010
2010-07-13,0,,22.34,,28.43,,18.99,,2010
2010-07-12,4.57,,22.81,,28.27,,18.73,,2010
2010-07-11,0,,22.82,,30.27,,16.96,,2010
2010-07-10,0,,23.48,,31.07,,15.56,,2010
2010-07-09,0,,23.97,,30.34,,16.88,,2010
2010-07-08,11.94,,24.36,,28.57,,21.10,,2010
2010-07-07,0,,27.34,,33.82,,21.96,,2010
2010-07-06,0,,26.48,,33.01,,20.11,,2010
2010-07-05,0,,27.43,,32.26,,22.40,,2010
2010-07-04,0,,24.89,,33.29,,15.76,,2010
2010-07-03,0,,21.01,,29.63,,10.98,,2010
2010-07-02,0,,19.87,,27.31,,11.17,,2010
2010-07-01,0,,17.29,,27.39,,8.45,,2010
2010-06-30,0,,15.64,,22.39,,7.78,,2010
2010-06-29,0,,17.59,,22.25,,9.91,,2010
2010-06-28,0,,23.02,,26.03,,18.04,,2010
2010-06-27,0,,22.23,,29.01,,17.37,,2010
2010-06-26,0,,23.28,,28.99,,19.12,,2010
2010-06-25,0,,20.69,,27.71,,12.79,,2010
2010-06-24,0,,21.73,,25.68,,17.05,,2010
2010-06-23,0,,23.27,,30.65,,19.62,,2010
2010-06-22,31.24,,23.64,,29.11,,18.59,,2010
2010-06-21,0,,21.97,,28.22,,15.11,,2010
2010-06-20,0,,21.42,,29.10,,16.43,,2010
2010-06-19,0,,22.08,,27.77,,17.54,,2010
2010-06-18,18.03,,22.18,,31.60,,16.39,,2010
2010-06-17,0,,19.26,,26.36,,13.15,,2010
2010-06-16,16.26,,20.66,,23.27,,15.67,,2010
2010-06-15,4.06,,21.01,,25.63,,17.14,,2010
2010-06-14,2.79,,21.02,,25.25,,17.73,,2010
2010-06-13,0,,19.06,,25.12,,15.10,,2010
2010-06-12,0,,24.22,,29.44,,17.89,,2010
2010-06-11,2.54,,21.28,,28.41,,16.09,,2010
2010-06-10,0,,19.12,,24.04,,13.72,,2010
2010-06-09,1.52,,19.64,,25.97,,14.61,,2010
2010-06-08,8.13,,13.09,,17.56,,7.71,,2010
2010-06-07,0,,15.33,,22.42,,8.88,,2010
2010-06-06,5.33,,16.40,,19.58,,12.18,,2010
2010-06-05,74.42,,20.66,,25.20,,15.72,,2010
2010-06-04,0,,19.16,,26.93,,10.35,,2010
2010-06-03,0,,19.08,,25.52,,13.60,,2010
2010-06-02,19.81,,19.43,,24.72,,15.85,,2010
2010-06-01,0,,20.28,,27.34,,15.17,,2010
2010-05-31,13.21,,20.76,,28.05,,17.03,,2010
2010-05-30,0,,23.70,,32.22,,14.84,,2010
2010-05-29,0,,23.20,,31.41,,14.89,,2010
2010-05-28,0,,22.02,,29.64,,13.76,,2010
2010-05-27,0,,22.44,,28.43,,17.37,,2010
2010-05-26,0,,24.99,,35.84,,16.20,,2010
2010-05-25,0,,23.00,,29.58,,16.16,,2010
2010-05-24,0,,24.60,,31.30,,17.47,,2010
2010-05-23,0,,21.02,,29.34,,12.34,,2010
2010-05-22,0,,18.15,,25.38,,13.87,,2010
2010-05-21,17.78,,16.01,,20.23,,14.11,,2010
2010-05-20,0,,18.06,,26.73,,8.12,,2010
2010-05-19,0,,15.74,,27.58,,5.99,,2010
2010-05-18,0,,13.09,,17.82,,7.59,,2010
