# LTER Weather Station - Daily Precip and Air Temp
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/7
# The newest version of the data https://lter.kbs.msu.edu/datatables/7.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/5.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# date		date of observation
# precipitation	millimeter	liquid-equivalent depth of precipitation for the date
# flag_precip		first letter only, representing:  Good, Questionable, Missing, Estimated, or Trace
# air_temp_mean	celsius	mean air temperature, average of all hourly means
# flag_air_temp_mean		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_max	celsius	maximum air temperature, highest of all hourly maxima
# flag_air_temp_max		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_min	celsius	minimum air temperature, lowest of all hourly minima
# flag_air_temp_min		first letter only, representing:  Good, Questionable, Missing, or Estimated
# year		year in which the date occurs
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
date,precipitation,flag_precip,air_temp_mean,flag_air_temp_mean,air_temp_max,flag_air_temp_max,air_temp_min,flag_air_temp_min,year
#,millimeter,,celsius,,celsius,,celsius,,
2005-05-25,0,,14.74,,24.52,,5.45,,2005
2005-05-24,0,,13.07,,18.68,,7.86,,2005
2005-05-23,0,,14.64,,19.76,,9.33,,2005
2005-05-22,8.763,,14.19,,20.35,,9.65,,2005
2005-05-21,0,,16.22,,26.50,,4.43,,2005
2005-05-20,0,,15.69,,23.61,,8.85,,2005
2005-05-19,16.51,,11.22,,15.61,,8.55,,2005
2005-05-18,0,,15.86,,21.77,,10.27,,2005
2005-05-17,0,,10.68,,18.57,,0.75,,2005
2005-05-16,0,,8.49,,13.87,,1.97,,2005
2005-05-15,0,,8.99,,12.53,,6.70,,2005
2005-05-14,5.08,,12.70,,16.79,,7.67,,2005
2005-05-13,7.493,,12.46,,22.22,,6.44,,2005
2005-05-12,0,,9.09,,14.86,,3.64,,2005
2005-05-11,6.985,,12.22,,18.33,,7.68,,2005
2005-05-10,0,,20.62,,26.29,,12.40,,2005
2005-05-09,0,,21.27,,28.53,,13.95,,2005
2005-05-08,0,,18.93,,28.61,,10.15,,2005
2005-05-07,1.27,,15.04,,23.24,,6.12,,2005
2005-05-06,1.397,,13.84,,21.83,,3.89,,2005
2005-05-05,0,,12.06,,20.59,,3.51,,2005
2005-05-04,0,,7.33,,17.18,,-4.44,,2005
2005-05-03,0,,2.86,,7.97,,-3.84,,2005
2005-05-02,0,,4.37,,8.05,,1.98,,2005
2005-05-01,0.127,,5.53,,10.36,,1.43,,2005
2005-04-30,0,,8.43,,13.97,,2.98,,2005
2005-04-29,0,,7.64,,14.47,,1.91,,2005
2005-04-28,0,,6.38,,12.27,,1.55,,2005
2005-04-27,0.508,,5.69,,8.88,,2.49,,2005
2005-04-26,2.4003,,9.55,,15.21,,5.18,,2005
2005-04-25,0,,9.44,,16.51,,0.97,,2005
2005-04-24,2.4003,,1.37,,5.48,,-2.76,,2005
2005-04-23,1.1303,,2.05,,7.45,,-2.57,,2005
2005-04-22,2.9083,,6.05,,7.73,,4.89,,2005
2005-04-21,0,,9.37,,18.01,,0.01,,2005
2005-04-20,0,,16.21,,22.21,,6.07,,2005
2005-04-19,0,,20.51,,28.23,,12.24,,2005
2005-04-18,0,,18.81,,29.21,,7.65,,2005
2005-04-17,0,,16.91,,24.37,,9.58,,2005
2005-04-16,0,,13.66,,25.19,,0.01,,2005
2005-04-15,0,,10.37,,20.72,,-0.89,,2005
2005-04-14,0,,10.21,,19.46,,0.89,,2005
2005-04-13,0,,8.04,,15.81,,-0.20,,2005
2005-04-12,0,,9.46,,16.58,,3.43,,2005
2005-04-11,0,,14.01,,21.45,,7.42,,2005
2005-04-10,0,,16.14,,27.15,,4.60,,2005
2005-04-09,0,,12.80,,23.64,,2.20,,2005
2005-04-08,0,,10.23,,19.01,,-0.41,,2005
2005-04-07,0,,10.73,,16.78,,3.66,,2005
2005-04-06,0,,18.89,,26.08,,11.12,,2005
2005-04-05,0,,16.54,,24.06,,8.35,,2005
2005-04-04,0,,10.89,,22.91,,-1.66,,2005
2005-04-03,0,,5.97,,12.76,,-0.79,,2005
2005-04-02,0,,7.62,,13.86,,3.06,,2005
2005-04-01,0,,7.98,,15.21,,-2.16,,2005
2005-03-31,3.2893,,8.05,,15.88,,4.32,,2005
2005-03-30,0,,16.42,,24.44,,8.49,,2005
2005-03-29,0,,9.62,,20.61,,-2.21,,2005
2005-03-28,0,,6.27,,16.07,,-1.28,,2005
2005-03-27,0,,2.77,,10.04,,-5.07,,2005
2005-03-26,0,,1.61,,9.17,,-4.29,,2005
2005-03-25,0,,2.03,,5.82,,-1.35,,2005
2005-03-24,0,,1.85,,11.63,,-6.97,,2005
2005-03-23,0,,-0.24,,2.45,,-4.47,,2005
2005-03-22,0,,2.92,,7.35,,-0.93,,2005
2005-03-21,0,,0.78,,3.74,,-2.24,,2005
2005-03-20,0.508,,0.06,,1.75,,-1.62,,2005
2005-03-19,11.176,,0.72,,2.81,,-1.31,,2005
2005-03-18,1.016,,0.83,,5.98,,-2.93,,2005
2005-03-17,0,,-1.81,,3.15,,-7.15,,2005
2005-03-16,0,,-1.95,,5.52,,-12.21,,2005
2005-03-15,0,,-4.07,,2.45,,-8.96,,2005
2005-03-14,0,,-4.95,,7.13,,-14.84,,2005
2005-03-13,0,,-5.06,,5.48,,-13.22,,2005
2005-03-12,0,,-3.89,,0.03,,-9.80,,2005
2005-03-11,1.1303,,-2.83,,3.20,,-7.62,,2005
2005-03-10,2.9083,,-5.79,,-1.84,,-11.95,,2005
2005-03-09,0,,-8.05,,-2.41,,-11.85,,2005
2005-03-08,0,,-7.07,,-3.18,,-11.76,,2005
2005-03-07,3.683,,3.36,,10.44,,-6.97,,2005
2005-03-06,0,,5.50,,11.74,,-1.36,,2005
2005-03-05,0,,1.15,,12.37,,-2.16,,2005
2005-03-04,0,,-3.09,,8.73,,-14.61,,2005
2005-03-03,0,,-7.71,,6.01,,-19.12,,2005
2005-03-02,0,,-6.33,,-2.71,,-10.26,,2005
2005-03-01,1.7653,,-4.82,,-1.87,,-6.95,,2005
2005-02-28,4.318,,-2.15,,2.14,,-4.06,,2005
2005-02-27,0,,-4.65,,0.85,,-10.19,,2005
2005-02-26,0,,-4.60,,7.72,,-9.53,,2005
2005-02-25,0,,-1.92,,2.50,,-5.63,,2005
2005-02-24,0,,-2.78,,7.98,,-7.33,,2005
2005-02-23,0,,-4.92,,5.09,,-12.95,,2005
2005-02-22,1.1303,,-1.47,,2.54,,-6.03,,2005
2005-02-21,1.27,,0.54,,2.03,,-1.33,,2005
2005-02-20,11.2903,,-1.40,,1.01,,-4.64,,2005
2005-02-19,0,,-4.65,,-0.12,,-11.47,,2005
2005-02-18,0,,-8.95,,-2.20,,-13.59,,2005
2005-02-17,0,,-7.28,,-3.15,,-11.29,,2005
2005-02-16,0,,-2.04,,0.99,,-5.03,,2005
2005-02-15,20.8153,,2.42,,5.94,,-1.66,,2005
2005-02-14,15.367,,3.92,,9.58,,-0.75,,2005
2005-02-13,6.858,,-0.28,,2.16,,-4.76,,2005
2005-02-12,0,,2.74,,9.93,,-3.32,,2005
2005-02-11,0,,-3.38,,-0.01,,-8.43,,2005
2005-02-10,0,,-4.01,,0.28,,-8.29,,2005
2005-02-09,0.508,,-2.94,,-0.70,,-5.77,,2005
2005-02-08,1.905,,-0.11,,4.09,,-3.55,,2005
2005-02-07,5.08,,3.94,,6.10,,1.62,,2005
2005-02-06,0,,4.75,,7.69,,0.48,,2005
2005-02-05,0,,2.11,,9.53,,-3.81,,2005
2005-02-04,0,,-1.68,,6.77,,-10.54,,2005
2005-02-03,0,,-3.31,,6.97,,-13.20,,2005
2005-02-02,0,,-5.05,,4.50,,-14.43,,2005
2005-02-01,0,,-5.09,,6.78,,-13.33,,2005
2005-01-31,0,,-5.74,,1.06,,-11.44,,2005
2005-01-30,0,,-4.69,,1.79,,-10.33,,2005
2005-01-29,0,,-3.13,,11.90,,-10.11,,2005
2005-01-28,0,,-10.85,,-1.79,,-20.84,,2005
2005-01-27,0,,-13.39,,-4.68,,-22.04,,2005
2005-01-26,0,,-4.89,,2.85,,-14.94,,2005
2005-01-25,0,,-1.05,,4.46,,-5.50,,2005
2005-01-24,0,,-6.02,,-0.63,,-15.31,,2005
2005-01-23,0,,-13.50,,3.55,,-21.83,,2005
2005-01-22,7.62,,-11.65,,-9.03,,-15.91,,2005
2005-01-21,0,,-11.25,,-5.57,,-16.27,,2005
2005-01-20,0,,-8.62,,-7.02,,-11.02,,2005
2005-01-19,1.397,,-4.68,,-1.24,,-9.62,,2005
2005-01-18,0,,-15.24,,-8.76,,-23.99,,2005
2005-01-17,0.381,,-14.29,,-9.72,,-20.15,,2005
2005-01-16,0,,-11.38,,-7.51,,-13.51,,2005
2005-01-15,0,,-9.70,,-5.29,,-14.78,,2005
2005-01-14,0,,-9.24,,-3.30,,-12.31,,2005
2005-01-13,43.9293,,3.74,,14.99,,-3.72,,2005
2005-01-12,12.9413,,6.69,,15.45,,-0.27,,2005
2005-01-11,2.54,,0.01,,2.13,,-1.62,,2005
2005-01-10,0,,0.23,,3.64,,-2.04,,2005
2005-01-09,0,,-1.36,,1.07,,-3.52,,2005
2005-01-08,1.397,,-3.05,,-1.05,,-5.30,,2005
2005-01-07,0,,-5.03,,-2.78,,-7.84,,2005
2005-01-06,4.064,,-5.27,,-2.45,,-7.34,,2005
2005-01-05,2.032,,-5.19,,-1.49,,-7.23,,2005
2005-01-04,0.254,,-0.15,,1.63,,-1.84,,2005
2005-01-03,11.811,,0.25,,1.85,,-1.17,,2005
2005-01-02,19.685,,3.96,,10.72,,-0.49,,2005
2005-01-01,0.254,,-0.76,,2.72,,-4.72,,2005
2004-12-31,8.89,,10.22,,14.90,,1.13,,2004
2004-12-30,0.127,,3.92,,11.06,,-0.41,,2004
2004-12-29,0,,1.03,,6.04,,-1.84,,2004
2004-12-28,0,,-2.93,,2.14,,-8.89,,2004
2004-12-27,0,,-8.58,,-2.75,,-12.99,,2004
2004-12-26,0,,-8.86,,-1.62,,-12.05,,2004
2004-12-25,0,,-13.38,,-10.45,,-18.17,,2004
2004-12-24,0.635,,-12.91,,-8.34,,-19.71,,2004
2004-12-23,1.6383,,-8.25,,-3.68,,-10.47,,2004
2004-12-22,0,,-7.43,,-4.27,,-9.84,,2004
2004-12-21,0,,-2.53,,4.13,,-7.72,,2004
2004-12-20,0.762,,-11.68,,-6.55,,-19.55,,2004
2004-12-19,0.508,,-12.95,,-5.07,,-19.14,,2004
2004-12-18,0.254,,-1.45,,2.15,,-5.89,,2004
2004-12-17,0,,-2.46,,3.62,,-5.51,,2004
2004-12-16,0,,-0.26,,3.78,,-3.02,,2004
2004-12-15,0,,-4.51,,0.26,,-9.39,,2004
2004-12-14,0,,-4.23,,-0.18,,-6.97,,2004
2004-12-13,0,,-2.55,,-0.42,,-4.28,,2004
2004-12-12,1.016,,1.10,,4.31,,-2.35,,2004
2004-12-11,0,,0.65,,3.11,,-0.50,,2004
2004-12-10,13.97,,3.50,,5.81,,0.12,,2004
2004-12-09,0,,4.67,,10.26,,1.67,,2004
2004-12-08,0,,4.63,,10.50,,2.38,,2004
2004-12-07,18.796,,6.64,,13.38,,4.17,,2004
2004-12-06,1.6383,,2.73,,5.56,,0.18,,2004
2004-12-05,0,E,1.83,,6.88,,-3.88,,2004
2004-12-04,0,E,2.53,,7.92,,-1.53,,2004
2004-12-03,0,E,-0.68,,6.02,,-3.30,,2004
2004-12-02,0.04,E,0.33,,6.24,,-4.15,,2004
2004-12-01,0.28,E,1.22,,4.69,,-1.22,,2004
2004-11-30,0.33,E,1.35,,3.47,,-0.55,,2004
2004-11-29,1.27,,-0.01,,4.47,,-3.01,,2004
2004-11-28,0,,1.78,,5.72,,-3.19,,2004
2004-11-27,27.305,,4.49,,5.72,,2.92,,2004
2004-11-26,2.032,,-0.09,,4.06,,-4.90,,2004
2004-11-25,0,,-0.96,,6.56,,-4.59,,2004
2004-11-24,3.683,,0.62,,3.23,,-2.56,,2004
2004-11-23,0,,6.95,,10.44,,2.34,,2004
2004-11-22,0,,3.92,,10.31,,-0.98,,2004
2004-11-21,0,,5.13,,9.49,,2.27,,2004
2004-11-20,0,,9.86,,12.62,,6.15,,2004
2004-11-19,5.9563,,9.33,,10.66,,8.34,,2004
2004-11-18,12.065,,12.74,,15.49,,8.93,,2004
2004-11-17,2.2733,,10.72,,12.91,,8.60,,2004
2004-11-16,0,,7.59,,10.11,,4.64,,2004
2004-11-15,0,,3.61,,9.80,,-3.86,,2004
2004-11-14,0,,2.41,,15.18,,-6.53,,2004
2004-11-13,0,,0.84,,11.05,,-5.99,,2004
2004-11-12,0,,0.93,,9.17,,-4.80,,2004
2004-11-11,0,,4.17,,13.03,,-2.57,,2004
2004-11-10,0,,9.42,,15.76,,1.90,,2004
2004-11-09,0,,1.39,,7.90,,-4.99,,2004
2004-11-08,0,,2.19,,8.41,,-4.26,,2004
2004-11-07,0,,8.75,,13.62,,2.01,,2004
2004-11-06,0,,9.46,,17.14,,3.56,,2004
2004-11-05,0,,7.52,,12.41,,3.36,,2004
2004-11-04,20.8153,,6.32,,8.16,,4.52,,2004
2004-11-03,0,,5.48,,11.32,,0.26,,2004
2004-11-02,5.3213,,7.01,,8.56,,2.96,,2004
2004-11-01,25.4,,6.05,,8.64,,2.97,,2004
2004-10-31,0,,8.64,,11.13,,3.80,,2004
2004-10-30,0,,16.05,,21.62,,9.61,,2004
2004-10-29,19.2913,,18.07,,22.94,,11.40,,2004
2004-10-28,0,,10.87,,15.99,,5.46,,2004
2004-10-27,0,,11.88,,17.34,,6.94,,2004
2004-10-26,0,,12.11,,18.03,,6.72,,2004
2004-10-25,0,,10.64,,25.74,,1.35,,2004
2004-10-24,0.381,,10.49,,13.49,,4.05,,2004
2004-10-23,10.16,,13.42,,17.47,,9.88,,2004
2004-10-22,0,,10.66,,15.86,,5.09,,2004
2004-10-21,0,,8.82,,11.52,,5.08,,2004
2004-10-20,0,,9.02,,12.00,,6.27,,2004
2004-10-19,0,,7.83,,10.34,,5.67,,2004
2004-10-18,0,,5.57,,8.25,,0.94,,2004
2004-10-17,0,,4.64,,6.51,,1.40,,2004
2004-10-16,20.574,,5.26,,7.69,,3.14,,2004
2004-10-15,4.953,,9.54,,13.62,,5.79,,2004
2004-10-14,0,,12.74,,20.83,,7.72,,2004
2004-10-13,0,,10.20,,14.96,,4.59,,2004
2004-10-12,0,,7.23,,15.10,,0.15,,2004
2004-10-11,0,,8.15,,18.14,,0.43,,2004
2004-10-10,0,,10.07,,21.33,,1.73,,2004
2004-10-09,1.27,,13.92,,20.36,,7.93,,2004
2004-10-08,7.8613,,17.11,,20.66,,13.70,,2004
2004-10-07,0,,15.15,,24.90,,4.94,,2004
2004-10-06,0,,12.61,,23.70,,3.42,,2004
2004-10-05,0,,6.18,,16.00,,-2.43,,2004
2004-10-04,0,,9.34,,14.54,,1.06,,2004
2004-10-03,0,,10.64,,19.16,,0.14,,2004
2004-10-02,6.096,,9.94,,15.75,,4.18,,2004
2004-10-01,0.254,,14.19,,22.53,,4.66,,2004
2004-09-30,0,,12.04,,24.34,,1.73,,2004
2004-09-29,0,,12.10,,20.80,,5.79,,2004
2004-09-28,3.048,,11.97,,14.81,,8.82,,2004
2004-09-27,0,,15.29,,26.54,,5.26,,2004
2004-09-26,0,,15.90,,26.30,,8.09,,2004
2004-09-25,0,,15.17,,18.17,,10.55,,2004
2004-09-24,0,,20.37,,28.01,,15.30,,2004
2004-09-23,0,,19.90,,29.87,,11.15,,2004
2004-09-22,0,,18.25,,31.27,,7.38,,2004
2004-09-21,0,,18.16,,29.25,,7.50,,2004
2004-09-20,0,,16.06,,26.52,,6.90,,2004
2004-09-19,0,,15.91,,25.37,,6.91,,2004
2004-09-18,0,,14.88,,25.64,,6.73,,2004
2004-09-17,0,,14.01,,22.10,,8.59,,2004
2004-09-16,13.1953,,18.69,,24.25,,10.01,,2004
2004-09-15,0,,23.16,,29.25,,17.46,,2004
2004-09-14,0,,22.35,,30.04,,16.66,,2004
2004-09-13,0,,21.28,,30.07,,12.54,,2004
2004-09-12,0,,20.65,,31.21,,12.82,,2004
2004-09-11,0,,19.19,,29.28,,11.43,,2004
2004-09-10,0,,18.12,,28.25,,9.05,,2004
2004-09-09,0,,17.31,,25.36,,11.83,,2004
2004-09-08,0,,16.89,,23.91,,12.02,,2004
2004-09-07,0,,18.34,,23.95,,13.61,,2004
2004-09-06,27.94,,22.43,,28.87,,17.08,,2004
2004-09-05,0,,23.04,,30.16,,16.59,,2004
2004-09-04,0,,21.84,,30.15,,14.44,,2004
2004-09-03,0,,21.08,,27.83,,16.06,,2004
2004-09-02,0,,21.15,,29.18,,13.65,,2004
2004-09-01,0,,19.41,,29.37,,11.08,,2004
2004-08-31,0,,18.15,,26.64,,10.13,,2004
2004-08-30,0,,16.64,,23.90,,10.78,,2004
2004-08-29,9.398,,16.56,,21.49,,13.07,,2004
2004-08-28,12.7,,21.30,,28.97,,17.48,,2004
2004-08-27,0,,25.92,,32.96,,20.78,,2004
2004-08-26,2.9083,,22.61,,27.32,,18.36,,2004
2004-08-25,36.195,,21.74,,28.44,,18.42,,2004
2004-08-24,0,,21.39,,28.72,,14.13,,2004
2004-08-23,6.4643,,20.81,,30.04,,15.82,,2004
2004-08-22,0,,17.87,,25.90,,7.01,,2004
2004-08-21,0,,15.58,,24.41,,8.23,,2004
2004-08-20,0,,15.85,,22.02,,10.95,,2004
2004-08-19,0,,17.34,,23.04,,10.10,,2004
2004-08-18,0,,20.25,,25.52,,14.94,,2004
2004-08-17,17.6403,,18.03,,26.21,,13.13,,2004
2004-08-16,0,,17.09,,25.21,,8.39,,2004
2004-08-15,0,,16.69,,26.78,,8.08,,2004
2004-08-14,0,,15.67,,23.82,,10.02,,2004
2004-08-13,0,,15.03,,20.47,,11.26,,2004
2004-08-12,0,,13.45,,17.66,,9.89,,2004
2004-08-11,3.9243,,13.97,,18.47,,11.27,,2004
2004-08-10,14.986,,17.27,,20.14,,14.10,,2004
2004-08-09,6.985,,20.62,,27.76,,13.91,,2004
2004-08-08,0,,19.88,,27.03,,13.66,,2004
2004-08-07,0,,18.65,,26.41,,9.53,,2004
2004-08-06,0,,16.78,,23.52,,7.49,,2004
2004-08-05,0,,17.81,,24.06,,12.90,,2004
2004-08-04,18.9103,,19.09,,26.06,,14.84,,2004
2004-08-03,0.762,,24.53,,33.70,,17.34,,2004
2004-08-02,0,,24.16,,31.95,,18.97,,2004
2004-08-01,0,,21.48,,29.79,,11.39,,2004
2004-07-31,1.524,,20.18,,26.00,,13.72,,2004
2004-07-30,1.1303,,18.95,,23.03,,15.36,,2004
2004-07-29,0,,20.36,,26.78,,13.57,,2004
2004-07-28,0,,20.31,,29.97,,11.34,,2004
2004-07-27,10.287,,17.30,,21.74,,13.22,,2004
2004-07-26,1.27,,17.51,,24.56,,12.05,,2004
2004-07-25,0,,17.82,,25.02,,11.66,,2004
2004-07-24,0,,16.74,,23.43,,9.30,,2004
2004-07-23,0,,18.43,,24.48,,12.82,,2004
2004-07-22,0.8763,,24.37,,30.42,,19.72,,2004
2004-07-21,16.256,,24.25,,31.43,,19.73,,2004
2004-07-20,0,,24.19,,31.85,,17.36,,2004
2004-07-19,0,,21.01,,27.86,,14.31,,2004
2004-07-18,0,,20.81,,28.76,,14.29,,2004
2004-07-17,0.254,,20.07,,27.68,,15.65,,2004
2004-07-16,2.2733,,20.04,,29.72,,11.82,,2004
2004-07-15,0,,20.31,,26.94,,14.76,,2004
2004-07-14,0,,20.08,,25.11,,16.00,,2004
2004-07-13,0,,23.78,,30.45,,18.25,,2004
2004-07-12,0,,23.28,,27.52,,19.71,,2004
2004-07-11,0,,24.43,,32.14,,16.77,,2004
2004-07-10,0,,22.94,,31.46,,16.98,,2004
2004-07-09,0,,18.33,,26.41,,9.07,,2004
2004-07-08,0,,16.36,,21.28,,12.99,,2004
2004-07-07,0,,19.08,,23.18,,14.34,,2004
2004-07-06,23.749,,22.77,,31.04,,17.78,,2004
2004-07-05,0,,20.61,,27.52,,15.40,,2004
2004-07-04,18.415,,21.72,,26.22,,19.08,,2004
2004-07-03,0,,22.29,,30.67,,15.10,,2004
2004-07-02,0,,21.92,,29.92,,14.23,,2004
2004-07-01,0,,22.51,,29.96,,13.49,,2004
2004-06-30,0,,21.58,,29.15,,13.68,,2004
2004-06-29,0,,19.39,,26.60,,12.31,,2004
2004-06-28,0,,16.87,,23.24,,12.00,,2004
2004-06-27,0,,17.23,,23.69,,8.12,,2004
2004-06-26,0,,16.26,,21.26,,10.13,,2004
2004-06-25,0,,14.91,,21.42,,6.61,,2004
2004-06-24,2.54,,14.90,,21.99,,9.24,,2004
2004-06-23,0,,19.54,,26.44,,10.25,,2004
2004-06-22,0,,16.73,,20.84,,10.16,,2004
2004-06-21,8.89,,15.93,,19.25,,10.54,,2004
2004-06-20,0,,15.34,,23.36,,6.69,,2004
2004-06-19,0,,15.98,,22.12,,10.58,,2004
2004-06-18,0,,21.10,,26.81,,15.37,,2004
2004-06-17,0,,22.69,,29.35,,15.77,,2004
2004-06-16,0,,22.70,,28.44,,18.48,,2004
2004-06-15,0,,22.75,,30.16,,14.04,,2004
2004-06-14,9.0043,,21.44,,26.57,,16.36,,2004
2004-06-13,13.97,,21.90,,28.19,,18.07,,2004
2004-06-12,14.2113,,17.64,,24.03,,12.56,,2004
2004-06-11,16.7513,,14.66,,16.94,,11.74,,2004
2004-06-10,13.335,,17.06,,21.38,,13.66,,2004
2004-06-09,1.6383,,25.38,,30.30,,20.59,,2004
2004-06-08,0,,26.01,,32.81,,19.75,,2004
2004-06-07,0,,23.11,,30.03,,16.22,,2004
2004-06-06,0,,20.81,,27.02,,15.19,,2004
2004-06-05,0,,18.17,,27.23,,8.88,,2004
2004-06-04,0,,16.99,,26.36,,8.84,,2004
2004-06-03,0,,17.02,,27.29,,9.26,,2004
2004-06-02,4.8133,,15.42,,19.40,,12.50,,2004
2004-06-01,0,,17.67,,23.84,,12.03,,2004
2004-05-31,1.524,,18.01,,22.67,,13.83,,2004
2004-05-30,21.3233,,16.33,,22.66,,11.57,,2004
2004-05-29,0,,12.52,,18.13,,5.01,,2004
2004-05-28,0,,13.79,,21.70,,7.08,,2004
2004-05-27,0,,14.66,,23.55,,4.58,,2004
2004-05-26,0,,13.84,,18.40,,5.74,,2004
2004-05-25,7.7343,,13.77,,22.07,,7.46,,2004
2004-05-24,0.762,,12.49,,21.09,,7.40,,2004
2004-05-23,30.48,,21.11,,28.22,,17.26,,2004
2004-05-22,22.86,,20.45,,27.92,,15.56,,2004
2004-05-21,40.894,,17.08,,21.96,,12.99,,2004
2004-05-20,0,,20.59,,26.74,,13.12,,2004
2004-05-19,0,,17.00,,23.98,,10.33,,2004
2004-05-18,0,,17.59,,21.45,,14.29,,2004
2004-05-17,6.096,,19.15,,26.04,,11.88,,2004
2004-05-16,0,,13.12,,21.47,,3.29,,2004
2004-05-15,0,,9.27,,16.73,,5.37,,2004
2004-05-14,16.002,,16.81,,23.52,,7.83,,2004
2004-05-13,17.0053,,20.03,,24.12,,17.58,,2004
2004-05-12,0,,22.72,,28.58,,17.08,,2004
2004-05-11,24.765,,18.51,,24.75,,13.53,,2004
2004-05-10,10.541,,20.13,,28.41,,15.52,,2004
2004-05-09,22.86,,18.28,,28.13,,11.81,,2004
2004-05-08,0.635,,14.22,,25.49,,6.54,,2004
2004-05-07,3.175,,12.60,,18.05,,7.00,,2004
2004-05-06,0,,18.50,,26.39,,8.72,,2004
2004-05-05,0,,10.91,,17.84,,3.99,,2004
2004-05-04,0,,9.76,,17.30,,-2.61,,2004
2004-05-03,0,,3.93,,10.02,,-2.16,,2004
2004-05-02,7.0993,,6.43,,12.09,,1.33,,2004
2004-05-01,14.605,,8.94,,14.12,,6.37,,2004
2004-04-30,3.429,,16.44,,23.17,,13.10,,2004
2004-04-29,2.2733,,20.02,,25.54,,14.17,,2004
2004-04-28,0,,13.83,,24.62,,0.17,,2004
2004-04-27,0,,2.56,,6.70,,-0.47,,2004
2004-04-26,0.762,,9.48,,15.45,,4.83,,2004
2004-04-25,8.128,,11.94,,20.78,,6.62,,2004
2004-04-24,0.762,,10.28,,18.07,,0.91,,2004
2004-04-23,0,,10.66,,19.19,,1.97,,2004
2004-04-22,0,,10.11,,14.94,,3.42,,2004
2004-04-21,0,,14.87,,20.33,,7.88,,2004
2004-04-20,1.905,,7.72,,13.62,,1.34,,2004
2004-04-19,0,,16.84,,23.55,,5.48,,2004
2004-04-18,0,,22.80,,29.77,,15.33,,2004
2004-04-17,2.54,,19.78,,27.58,,14.42,,2004
2004-04-16,0,,17.57,,26.01,,8.89,,2004
2004-04-15,0,,13.14,,23.07,,0.56,,2004
2004-04-14,0,,8.40,,17.27,,-1.55,,2004
2004-04-13,0,,5.22,,12.87,,-0.40,,2004
2004-04-12,0,,3.49,,9.59,,-3.22,,2004
2004-04-11,0,,1.98,,7.50,,-1.50,,2004
2004-04-10,0,,5.04,,12.90,,-2.10,,2004
2004-04-09,0,,6.07,,14.51,,-1.23,,2004
2004-04-08,0,,8.90,,16.37,,3.33,,2004
2004-04-07,0,,10.67,,19.89,,1.82,,2004
2004-04-06,0,,7.35,,14.62,,-2.78,,2004
2004-04-05,0,,1.39,,10.85,,-6.55,,2004
2004-04-04,0,,1.72,,6.26,,-2.92,,2004
2004-04-03,0,,4.71,,13.26,,-0.07,,2004
2004-04-02,0,,8.40,,17.89,,0.98,,2004
2004-04-01,0,,5.05,,12.41,,-0.64,,2004
2004-03-31,0,,6.18,,11.72,,0.22,,2004
2004-03-30,1.27,,8.84,,17.37,,2.80,,2004
2004-03-29,2.54,,10.04,,16.77,,3.43,,2004
2004-03-28,0,,13.36,,20.72,,7.24,,2004
2004-03-27,0,,14.08,,18.46,,9.93,,2004
2004-03-26,14.605,,15.25,,19.31,,12.01,,2004
2004-03-25,1.27,,13.66,,17.10,,10.84,,2004
2004-03-24,8.89,,7.74,,12.68,,4.59,,2004
2004-03-23,0,,4.75,,13.34,,-2.54,,2004
2004-03-22,0,,-3.75,,1.85,,-9.92,,2004
2004-03-21,0,,-2.52,,0.54,,-7.10,,2004
2004-03-20,12.827,,6.44,,14.72,,-0.08,,2004
2004-03-19,0,,2.52,,8.20,,-1.79,,2004
2004-03-18,1.6383,,0.23,,3.80,,-2.85,,2004
2004-03-17,0,,-2.55,,1.12,,-5.84,,2004
2004-03-16,0,,-2.70,,-0.57,,-4.86,,2004
2004-03-15,0,,1.25,,7.35,,-2.40,,2004
2004-03-14,1.27,,1.39,,5.97,,-1.07,,2004
2004-03-13,0,,-2.78,,5.39,,-11.89,,2004
2004-03-12,0,,-6.77,,-4.58,,-10.61,,2004
2004-03-11,0,,-0.07,,7.53,,-6.45,,2004
2004-03-10,0,,0.73,,8.19,,-7.25,,2004
2004-03-09,0,,-1.61,,4.31,,-7.84,,2004
2004-03-08,0,,-1.56,,3.35,,-5.94,,2004
2004-03-07,3.5433,,1.35,,5.36,,-2.64,,2004
2004-03-06,0,,1.20,,3.62,,-1.05,,2004
2004-03-05,13.5763,,9.62,,17.15,,1.40,,2004
2004-03-04,19.685,,5.56,,8.63,,2.38,,2004
2004-03-03,1.27,,4.16,,6.59,,2.07,,2004
2004-03-02,0,,5.78,,8.55,,3.78,,2004
2004-03-01,20.32,,8.03,,12.90,,3.81,,2004
2004-02-29,0,,6.95,,13.36,,0.65,,2004
2004-02-28,0,,2.32,,10.90,,-7.61,,2004
2004-02-27,0,,0.34,,10.48,,-6.95,,2004
